"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute","player"
"1167","Golden State Warriors","11/13/16",2016,2,3,8,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",12,"Phoenix Suns",-66,106,21,"Kevin Durant"
"1168","Golden State Warriors","12/8/16",2016,4,10,31,"shot_no","Fadeaway Jump Shot","2PT Field Goal",6,"Utah Jazz",30,56,38,"Kevin Durant"
"1169","Golden State Warriors","1/25/17",2016,4,4,11,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",13,"Charlotte Hornets",-83,101,44,"Kevin Durant"
"1170","Golden State Warriors","2/10/17",2016,3,5,6,"shot_no","Fadeaway Jump Shot","2PT Field Goal",9,"Memphis Grizzlies",-88,43,31,"Kevin Durant"
"1171","Golden State Warriors","1/2/17",2016,2,7,40,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",16,"Denver Nuggets",-107,129,17,"Kevin Durant"
"1172","Golden State Warriors","11/16/16",2016,2,7,26,"shot_no","Fadeaway Jump Shot","3PT Field Goal",23,"Toronto Raptors",235,-16,17,"Kevin Durant"
"1173","Golden State Warriors","10/28/16",2016,2,8,49,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",6,"New Orleans Pelicans",48,47,16,"Kevin Durant"
"1174","Golden State Warriors","11/13/16",2016,2,4,4,"shot_yes","Fadeaway Jump Shot","2PT Field Goal",14,"Phoenix Suns",-145,36,20,"Kevin Durant"
"1175","Golden State Warriors","12/23/16",2016,1,8,5,"shot_no","Finger Roll Layup Shot","2PT Field Goal",0,"Detroit Pistons",4,7,4,"Kevin Durant"
"1176","Golden State Warriors","12/3/16",2016,2,9,25,"shot_yes","Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",2,23,15,"Kevin Durant"
"1177","Golden State Warriors","11/26/16",2016,4,1,23,"shot_yes","Floating Jump shot","2PT Field Goal",9,"Minnesota Timberwolves",-35,85,47,"Kevin Durant"
"1178","Golden State Warriors","1/6/17",2016,3,7,8,"shot_yes","Floating Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-47,90,29,"Kevin Durant"
"1179","Golden State Warriors","11/25/16",2016,2,9,3,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Los Angeles Lakers",-11,124,15,"Kevin Durant"
"1180","Golden State Warriors","12/10/16",2016,1,0,12,"shot_no","Floating Jump shot","2PT Field Goal",5,"Memphis Grizzlies",28,46,12,"Kevin Durant"
"1181","Golden State Warriors","2/4/17",2016,4,5,15,"shot_no","Floating Jump shot","2PT Field Goal",15,"Sacramento Kings",9,156,43,"Kevin Durant"
"1182","Golden State Warriors","11/25/16",2016,3,8,2,"shot_no","Floating Jump shot","2PT Field Goal",12,"Los Angeles Lakers",36,121,28,"Kevin Durant"
"1183","Golden State Warriors","2/8/17",2016,1,11,44,"shot_no","Floating Jump shot","2PT Field Goal",13,"Chicago Bulls",64,124,1,"Kevin Durant"
"1184","Golden State Warriors","11/13/16",2016,1,7,34,"shot_no","Floating Jump shot","2PT Field Goal",14,"Phoenix Suns",-1,149,5,"Kevin Durant"
"1185","Golden State Warriors","11/18/16",2016,1,0,46,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Boston Celtics",-97,85,12,"Kevin Durant"
"1186","Golden State Warriors","12/10/16",2016,2,6,41,"shot_yes","Floating Jump shot","2PT Field Goal",9,"Memphis Grizzlies",58,72,18,"Kevin Durant"
"1187","Golden State Warriors","12/11/16",2016,3,10,17,"shot_yes","Floating Jump shot","2PT Field Goal",3,"Minnesota Timberwolves",-16,26,26,"Kevin Durant"
"1188","Golden State Warriors","1/29/17",2016,4,7,18,"shot_no","Floating Jump shot","2PT Field Goal",4,"Portland Trail Blazers",-1,46,41,"Kevin Durant"
"1189","Golden State Warriors","11/28/16",2016,2,11,26,"shot_yes","Floating Jump shot","2PT Field Goal",12,"Atlanta Hawks",20,120,13,"Kevin Durant"
"1190","Golden State Warriors","2/13/17",2016,2,4,25,"shot_no","Floating Jump shot","2PT Field Goal",9,"Denver Nuggets",48,85,20,"Kevin Durant"
"1191","Golden State Warriors","12/7/16",2016,3,1,30,"shot_no","Floating Jump shot","2PT Field Goal",6,"Los Angeles Clippers",55,31,35,"Kevin Durant"
"1192","Golden State Warriors","12/23/16",2016,2,8,38,"shot_yes","Hook Shot","2PT Field Goal",5,"Detroit Pistons",14,56,16,"Kevin Durant"
"1193","Golden State Warriors","11/10/16",2016,2,1,53,"shot_yes","Hook Shot","2PT Field Goal",8,"Denver Nuggets",-40,80,23,"Kevin Durant"
"1194","Golden State Warriors","1/4/17",2016,2,8,57,"shot_yes","Hook Shot","2PT Field Goal",5,"Portland Trail Blazers",-45,26,16,"Kevin Durant"
"1195","Golden State Warriors","1/8/17",2016,2,0,46,"shot_yes","Jump Bank Shot","2PT Field Goal",4,"Sacramento Kings",43,13,24,"Kevin Durant"
"1196","Golden State Warriors","1/29/17",2016,3,6,26,"shot_yes","Jump Bank Shot","2PT Field Goal",2,"Portland Trail Blazers",-24,16,30,"Kevin Durant"
"1197","Golden State Warriors","10/30/16",2016,2,7,22,"shot_yes","Jump Bank Shot","2PT Field Goal",9,"Phoenix Suns",-88,31,17,"Kevin Durant"
"1198","Golden State Warriors","1/25/17",2016,4,3,3,"shot_yes","Jump Shot","2PT Field Goal",17,"Charlotte Hornets",28,170,45,"Kevin Durant"
"1199","Golden State Warriors","11/4/16",2016,1,8,51,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",36,256,4,"Kevin Durant"
"1200","Golden State Warriors","11/4/16",2016,3,2,10,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-155,207,34,"Kevin Durant"
"1201","Golden State Warriors","11/4/16",2016,2,2,7,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-57,246,22,"Kevin Durant"
"1202","Golden State Warriors","11/4/16",2016,1,2,36,"shot_no","Jump Shot","2PT Field Goal",17,"Los Angeles Lakers",39,168,10,"Kevin Durant"
"1203","Golden State Warriors","11/4/16",2016,3,8,2,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-201,163,28,"Kevin Durant"
"1204","Golden State Warriors","11/26/16",2016,2,9,31,"shot_no","Jump Shot","2PT Field Goal",16,"Minnesota Timberwolves",38,156,15,"Kevin Durant"
"1205","Golden State Warriors","11/10/16",2016,4,7,43,"shot_yes","Jump Shot","2PT Field Goal",11,"Denver Nuggets",1,116,41,"Kevin Durant"
"1206","Golden State Warriors","11/10/16",2016,1,11,43,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",182,75,1,"Kevin Durant"
"1207","Golden State Warriors","11/10/16",2016,2,10,15,"shot_yes","Jump Shot","2PT Field Goal",16,"Denver Nuggets",115,120,14,"Kevin Durant"
"1208","Golden State Warriors","11/10/16",2016,2,0,6,"shot_no","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-171,175,24,"Kevin Durant"
"1209","Golden State Warriors","11/10/16",2016,1,7,17,"shot_yes","Jump Shot","2PT Field Goal",13,"Denver Nuggets",61,115,5,"Kevin Durant"
"1210","Golden State Warriors","11/10/16",2016,4,11,42,"shot_no","Jump Shot","2PT Field Goal",15,"Denver Nuggets",-132,85,37,"Kevin Durant"
"1211","Golden State Warriors","11/10/16",2016,4,10,39,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",107,229,38,"Kevin Durant"
"1212","Golden State Warriors","11/10/16",2016,1,1,16,"shot_no","Jump Shot","2PT Field Goal",20,"Denver Nuggets",-159,136,11,"Kevin Durant"
"1213","Golden State Warriors","11/10/16",2016,3,10,3,"shot_no","Jump Shot","3PT Field Goal",25,"Denver Nuggets",138,214,26,"Kevin Durant"
"1214","Golden State Warriors","12/15/16",2016,3,2,43,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",233,-1,34,"Kevin Durant"
"1215","Golden State Warriors","1/22/17",2016,3,3,15,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",145,223,33,"Kevin Durant"
"1216","Golden State Warriors","1/22/17",2016,1,8,14,"shot_no","Jump Shot","3PT Field Goal",26,"Orlando Magic",-94,252,4,"Kevin Durant"
"1217","Golden State Warriors","1/22/17",2016,3,5,55,"shot_yes","Jump Shot","3PT Field Goal",26,"Orlando Magic",-76,252,31,"Kevin Durant"
"1218","Golden State Warriors","2/11/17",2016,1,5,57,"shot_yes","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",17,183,7,"Kevin Durant"
"1219","Golden State Warriors","12/15/16",2016,2,7,7,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",230,7,17,"Kevin Durant"
"1220","Golden State Warriors","12/15/16",2016,3,0,0,"shot_no","Jump Shot","3PT Field Goal",28,"New York Knicks",-56,278,36,"Kevin Durant"
"1221","Golden State Warriors","12/15/16",2016,3,7,0,"shot_no","Jump Shot","2PT Field Goal",16,"New York Knicks",87,139,29,"Kevin Durant"
"1222","Golden State Warriors","12/15/16",2016,1,0,49,"shot_yes","Jump Shot","3PT Field Goal",28,"New York Knicks",-102,262,12,"Kevin Durant"
"1223","Golden State Warriors","12/15/16",2016,2,4,2,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",232,28,20,"Kevin Durant"
"1224","Golden State Warriors","11/26/16",2016,3,8,53,"shot_yes","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",200,159,28,"Kevin Durant"
"1225","Golden State Warriors","11/26/16",2016,1,2,8,"shot_no","Jump Shot","2PT Field Goal",4,"Minnesota Timberwolves",-37,33,10,"Kevin Durant"
"1226","Golden State Warriors","11/26/16",2016,2,8,8,"shot_no","Jump Shot","2PT Field Goal",13,"Minnesota Timberwolves",-55,121,16,"Kevin Durant"
"1227","Golden State Warriors","11/26/16",2016,2,0,41,"shot_no","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-35,257,24,"Kevin Durant"
"1228","Golden State Warriors","12/15/16",2016,2,2,51,"shot_no","Jump Shot","2PT Field Goal",9,"New York Knicks",-2,95,22,"Kevin Durant"
"1229","Golden State Warriors","12/15/16",2016,3,9,0,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",148,210,27,"Kevin Durant"
"1230","Golden State Warriors","12/15/16",2016,3,8,31,"shot_no","Jump Shot","2PT Field Goal",10,"New York Knicks",99,16,28,"Kevin Durant"
"1231","Golden State Warriors","2/23/17",2016,1,2,52,"shot_no","Jump Shot","2PT Field Goal",15,"Los Angeles Clippers",112,101,10,"Kevin Durant"
"1232","Golden State Warriors","2/11/17",2016,4,4,13,"shot_yes","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",182,-10,44,"Kevin Durant"
"1233","Golden State Warriors","10/28/16",2016,4,9,52,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-151,208,39,"Kevin Durant"
"1234","Golden State Warriors","10/28/16",2016,3,11,11,"shot_no","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-132,232,25,"Kevin Durant"
"1235","Golden State Warriors","10/28/16",2016,4,8,33,"shot_no","Jump Shot","2PT Field Goal",12,"New Orleans Pelicans",105,72,40,"Kevin Durant"
"1236","Golden State Warriors","10/28/16",2016,1,10,32,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",145,208,2,"Kevin Durant"
"1237","Golden State Warriors","10/28/16",2016,1,10,9,"shot_yes","Jump Shot","2PT Field Goal",11,"New Orleans Pelicans",0,110,2,"Kevin Durant"
"1238","Golden State Warriors","10/28/16",2016,2,4,38,"shot_no","Jump Shot","2PT Field Goal",19,"New Orleans Pelicans",89,169,20,"Kevin Durant"
"1239","Golden State Warriors","10/28/16",2016,3,7,42,"shot_no","Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",86,129,29,"Kevin Durant"
"1240","Golden State Warriors","10/28/16",2016,2,0,8,"shot_no","Jump Shot","2PT Field Goal",8,"New Orleans Pelicans",-53,61,24,"Kevin Durant"
"1241","Golden State Warriors","2/23/17",2016,1,11,41,"shot_no","Jump Shot","2PT Field Goal",16,"Los Angeles Clippers",132,97,1,"Kevin Durant"
"1242","Golden State Warriors","2/23/17",2016,3,8,15,"shot_yes","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-232,11,28,"Kevin Durant"
"1243","Golden State Warriors","2/23/17",2016,3,7,51,"shot_yes","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-163,208,29,"Kevin Durant"
"1244","Golden State Warriors","2/23/17",2016,4,5,53,"shot_no","Jump Shot","2PT Field Goal",12,"Los Angeles Clippers",1,124,43,"Kevin Durant"
"1245","Golden State Warriors","2/23/17",2016,3,2,14,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",127,232,34,"Kevin Durant"
"1246","Golden State Warriors","2/23/17",2016,2,6,29,"shot_no","Jump Shot","2PT Field Goal",17,"Los Angeles Clippers",-99,149,18,"Kevin Durant"
"1247","Golden State Warriors","2/23/17",2016,2,1,24,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-160,213,23,"Kevin Durant"
"1248","Golden State Warriors","1/4/17",2016,3,11,22,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-101,249,25,"Kevin Durant"
"1249","Golden State Warriors","1/4/17",2016,2,10,25,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-50,257,14,"Kevin Durant"
"1250","Golden State Warriors","11/18/16",2016,4,8,55,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",130,97,40,"Kevin Durant"
"1251","Golden State Warriors","2/11/17",2016,2,5,55,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-222,92,19,"Kevin Durant"
"1252","Golden State Warriors","2/11/17",2016,1,11,24,"shot_yes","Jump Shot","2PT Field Goal",12,"Oklahoma City Thunder",-16,124,1,"Kevin Durant"
"1253","Golden State Warriors","2/11/17",2016,3,11,6,"shot_no","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-16,239,25,"Kevin Durant"
"1254","Golden State Warriors","2/11/17",2016,4,3,40,"shot_yes","Jump Shot","3PT Field Goal",28,"Oklahoma City Thunder",-179,218,45,"Kevin Durant"
"1255","Golden State Warriors","12/3/16",2016,1,10,8,"shot_no","Jump Shot","2PT Field Goal",14,"Phoenix Suns",-112,97,2,"Kevin Durant"
"1256","Golden State Warriors","12/28/16",2016,2,9,4,"shot_no","Jump Shot","3PT Field Goal",26,"Toronto Raptors",-83,247,15,"Kevin Durant"
"1257","Golden State Warriors","12/22/16",2016,1,6,13,"shot_yes","Jump Shot","2PT Field Goal",6,"Brooklyn Nets",9,65,6,"Kevin Durant"
"1258","Golden State Warriors","12/22/16",2016,1,10,18,"shot_yes","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-109,213,2,"Kevin Durant"
"1259","Golden State Warriors","12/22/16",2016,2,2,25,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-40,244,22,"Kevin Durant"
"1260","Golden State Warriors","12/22/16",2016,2,1,49,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",240,38,23,"Kevin Durant"
"1261","Golden State Warriors","12/22/16",2016,1,8,25,"shot_yes","Jump Shot","2PT Field Goal",16,"Brooklyn Nets",-1,160,4,"Kevin Durant"
"1262","Golden State Warriors","12/22/16",2016,4,11,16,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-55,237,37,"Kevin Durant"
"1263","Golden State Warriors","12/22/16",2016,4,10,30,"shot_no","Jump Shot","2PT Field Goal",14,"Brooklyn Nets",0,146,38,"Kevin Durant"
"1264","Golden State Warriors","12/22/16",2016,2,10,43,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",-140,120,14,"Kevin Durant"
"1265","Golden State Warriors","12/22/16",2016,3,7,49,"shot_no","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",119,224,29,"Kevin Durant"
"1266","Golden State Warriors","11/18/16",2016,3,11,49,"shot_no","Jump Shot","2PT Field Goal",12,"Boston Celtics",6,129,25,"Kevin Durant"
"1267","Golden State Warriors","11/18/16",2016,2,1,25,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",101,234,23,"Kevin Durant"
"1268","Golden State Warriors","11/18/16",2016,3,3,14,"shot_yes","Jump Shot","2PT Field Goal",20,"Boston Celtics",176,100,33,"Kevin Durant"
"1269","Golden State Warriors","11/18/16",2016,1,11,26,"shot_yes","Jump Shot","2PT Field Goal",19,"Boston Celtics",66,188,1,"Kevin Durant"
"1270","Golden State Warriors","11/18/16",2016,1,8,38,"shot_no","Jump Shot","2PT Field Goal",13,"Boston Celtics",60,116,4,"Kevin Durant"
"1271","Golden State Warriors","1/4/17",2016,1,9,16,"shot_yes","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-232,11,3,"Kevin Durant"
"1272","Golden State Warriors","1/4/17",2016,3,1,20,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-94,244,35,"Kevin Durant"
"1273","Golden State Warriors","1/4/17",2016,4,5,25,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",101,247,43,"Kevin Durant"
"1274","Golden State Warriors","1/4/17",2016,4,4,35,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-19,252,44,"Kevin Durant"
"1275","Golden State Warriors","1/4/17",2016,2,0,30,"shot_yes","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",71,244,24,"Kevin Durant"
"1276","Golden State Warriors","12/17/16",2016,2,7,11,"shot_no","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",82,154,17,"Kevin Durant"
"1277","Golden State Warriors","12/28/16",2016,1,7,19,"shot_yes","Jump Shot","3PT Field Goal",26,"Toronto Raptors",101,242,5,"Kevin Durant"
"1278","Golden State Warriors","12/28/16",2016,4,2,4,"shot_no","Jump Shot","3PT Field Goal",26,"Toronto Raptors",127,228,46,"Kevin Durant"
"1279","Golden State Warriors","12/28/16",2016,4,9,21,"shot_no","Jump Shot","2PT Field Goal",15,"Toronto Raptors",109,110,39,"Kevin Durant"
"1280","Golden State Warriors","12/28/16",2016,2,1,49,"shot_yes","Jump Shot","3PT Field Goal",26,"Toronto Raptors",127,232,23,"Kevin Durant"
"1281","Golden State Warriors","10/30/16",2016,3,11,19,"shot_no","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-202,170,25,"Kevin Durant"
"1282","Golden State Warriors","11/28/16",2016,1,8,24,"shot_no","Jump Shot","2PT Field Goal",18,"Atlanta Hawks",127,134,4,"Kevin Durant"
"1283","Golden State Warriors","11/28/16",2016,4,2,12,"shot_no","Jump Shot","3PT Field Goal",27,"Atlanta Hawks",174,208,46,"Kevin Durant"
"1284","Golden State Warriors","11/28/16",2016,1,6,33,"shot_no","Jump Shot","2PT Field Goal",11,"Atlanta Hawks",-58,100,6,"Kevin Durant"
"1285","Golden State Warriors","11/28/16",2016,3,8,31,"shot_no","Jump Shot","2PT Field Goal",16,"Atlanta Hawks",-96,134,28,"Kevin Durant"
"1286","Golden State Warriors","11/28/16",2016,3,7,58,"shot_no","Jump Shot","2PT Field Goal",11,"Atlanta Hawks",-34,115,29,"Kevin Durant"
"1287","Golden State Warriors","11/28/16",2016,1,1,2,"shot_no","Jump Shot","3PT Field Goal",27,"Atlanta Hawks",164,223,11,"Kevin Durant"
"1288","Golden State Warriors","11/28/16",2016,4,11,42,"shot_yes","Jump Shot","2PT Field Goal",17,"Atlanta Hawks",130,111,37,"Kevin Durant"
"1289","Golden State Warriors","11/23/16",2016,1,8,27,"shot_yes","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",233,70,4,"Kevin Durant"
"1290","Golden State Warriors","11/23/16",2016,1,0,27,"shot_no","Jump Shot","3PT Field Goal",26,"Los Angeles Lakers",56,257,12,"Kevin Durant"
"1291","Golden State Warriors","11/23/16",2016,1,8,52,"shot_no","Jump Shot","2PT Field Goal",13,"Los Angeles Lakers",20,129,4,"Kevin Durant"
"1292","Golden State Warriors","11/23/16",2016,1,10,8,"shot_no","Jump Shot","3PT Field Goal",28,"Los Angeles Lakers",-135,247,2,"Kevin Durant"
"1293","Golden State Warriors","10/30/16",2016,2,0,29,"shot_yes","Jump Shot","3PT Field Goal",27,"Phoenix Suns",233,144,24,"Kevin Durant"
"1294","Golden State Warriors","10/30/16",2016,3,10,26,"shot_yes","Jump Shot","2PT Field Goal",18,"Phoenix Suns",-58,178,26,"Kevin Durant"
"1295","Golden State Warriors","10/30/16",2016,3,5,9,"shot_yes","Jump Shot","3PT Field Goal",26,"Phoenix Suns",218,154,31,"Kevin Durant"
"1296","Golden State Warriors","10/30/16",2016,2,2,35,"shot_yes","Jump Shot","2PT Field Goal",17,"Phoenix Suns",-174,-5,22,"Kevin Durant"
"1297","Golden State Warriors","10/30/16",2016,4,4,38,"shot_yes","Jump Shot","2PT Field Goal",16,"Phoenix Suns",-130,95,44,"Kevin Durant"
"1298","Golden State Warriors","10/30/16",2016,2,10,19,"shot_no","Jump Shot","2PT Field Goal",12,"Phoenix Suns",-124,31,14,"Kevin Durant"
"1299","Golden State Warriors","10/30/16",2016,3,4,18,"shot_no","Jump Shot","2PT Field Goal",14,"Phoenix Suns",89,120,32,"Kevin Durant"
"1300","Golden State Warriors","10/30/16",2016,3,9,31,"shot_no","Jump Shot","3PT Field Goal",26,"Phoenix Suns",169,203,27,"Kevin Durant"
"1301","Golden State Warriors","11/7/16",2016,3,8,9,"shot_no","Jump Shot","2PT Field Goal",12,"New Orleans Pelicans",9,129,28,"Kevin Durant"
"1302","Golden State Warriors","11/7/16",2016,3,7,1,"shot_no","Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",-140,56,29,"Kevin Durant"
"1303","Golden State Warriors","11/7/16",2016,1,9,8,"shot_no","Jump Shot","2PT Field Goal",17,"New Orleans Pelicans",-71,159,3,"Kevin Durant"
"1304","Golden State Warriors","11/7/16",2016,4,10,11,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-112,228,38,"Kevin Durant"
"1305","Golden State Warriors","11/7/16",2016,3,9,51,"shot_no","Jump Shot","2PT Field Goal",15,"New Orleans Pelicans",-9,154,27,"Kevin Durant"
"1306","Golden State Warriors","11/7/16",2016,3,8,7,"shot_no","Jump Shot","2PT Field Goal",6,"New Orleans Pelicans",-29,56,28,"Kevin Durant"
"1307","Golden State Warriors","2/13/17",2016,1,3,28,"shot_yes","Jump Shot","2PT Field Goal",18,"Denver Nuggets",1,185,9,"Kevin Durant"
"1308","Golden State Warriors","1/25/17",2016,1,4,31,"shot_no","Jump Shot","2PT Field Goal",12,"Charlotte Hornets",117,33,8,"Kevin Durant"
"1309","Golden State Warriors","12/10/16",2016,4,10,20,"shot_no","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",138,224,38,"Kevin Durant"
"1310","Golden State Warriors","12/10/16",2016,4,11,3,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-142,146,37,"Kevin Durant"
"1311","Golden State Warriors","12/10/16",2016,1,11,25,"shot_yes","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",-228,-21,1,"Kevin Durant"
"1312","Golden State Warriors","12/10/16",2016,1,10,30,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",166,200,2,"Kevin Durant"
"1313","Golden State Warriors","1/16/17",2016,1,7,4,"shot_yes","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-169,188,5,"Kevin Durant"
"1314","Golden State Warriors","1/16/17",2016,2,7,43,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-176,198,17,"Kevin Durant"
"1315","Golden State Warriors","1/16/17",2016,3,2,27,"shot_no","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",236,7,34,"Kevin Durant"
"1316","Golden State Warriors","1/16/17",2016,1,5,26,"shot_yes","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-225,116,7,"Kevin Durant"
"1317","Golden State Warriors","12/17/16",2016,3,10,7,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",169,203,26,"Kevin Durant"
"1318","Golden State Warriors","12/17/16",2016,1,11,42,"shot_yes","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-78,249,1,"Kevin Durant"
"1319","Golden State Warriors","11/19/16",2016,2,1,7,"shot_yes","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",-246,65,23,"Kevin Durant"
"1320","Golden State Warriors","11/19/16",2016,2,0,35,"shot_yes","Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",-235,7,24,"Kevin Durant"
"1321","Golden State Warriors","11/19/16",2016,2,8,7,"shot_yes","Jump Shot","3PT Field Goal",28,"Milwaukee Bucks",-122,254,16,"Kevin Durant"
"1322","Golden State Warriors","11/19/16",2016,3,8,31,"shot_no","Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-210,185,28,"Kevin Durant"
"1323","Golden State Warriors","11/19/16",2016,4,3,43,"shot_no","Jump Shot","3PT Field Goal",25,"Milwaukee Bucks",84,237,45,"Kevin Durant"
"1324","Golden State Warriors","11/19/16",2016,4,4,10,"shot_no","Jump Shot","2PT Field Goal",6,"Milwaukee Bucks",-4,67,44,"Kevin Durant"
"1325","Golden State Warriors","11/19/16",2016,2,2,41,"shot_yes","Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",235,16,22,"Kevin Durant"
"1326","Golden State Warriors","11/19/16",2016,4,2,20,"shot_no","Jump Shot","3PT Field Goal",24,"Milwaukee Bucks",-241,2,46,"Kevin Durant"
"1327","Golden State Warriors","11/19/16",2016,4,8,55,"shot_yes","Jump Shot","2PT Field Goal",15,"Milwaukee Bucks",4,156,40,"Kevin Durant"
"1328","Golden State Warriors","11/19/16",2016,1,6,17,"shot_yes","Jump Shot","3PT Field Goal",23,"Milwaukee Bucks",238,18,6,"Kevin Durant"
"1329","Golden State Warriors","11/19/16",2016,4,0,11,"shot_no","Jump Shot","2PT Field Goal",19,"Milwaukee Bucks",-55,183,48,"Kevin Durant"
"1330","Golden State Warriors","12/17/16",2016,1,0,4,"shot_yes","Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",94,165,12,"Kevin Durant"
"1331","Golden State Warriors","1/16/17",2016,3,7,23,"shot_no","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",81,257,29,"Kevin Durant"
"1332","Golden State Warriors","1/16/17",2016,1,10,40,"shot_no","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",210,139,2,"Kevin Durant"
"1333","Golden State Warriors","1/6/17",2016,2,1,39,"shot_no","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",-171,213,23,"Kevin Durant"
"1334","Golden State Warriors","1/6/17",2016,4,2,31,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-147,213,46,"Kevin Durant"
"1335","Golden State Warriors","1/6/17",2016,1,10,35,"shot_no","Jump Shot","2PT Field Goal",20,"Memphis Grizzlies",-132,159,2,"Kevin Durant"
"1336","Golden State Warriors","1/25/17",2016,3,8,55,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",82,232,28,"Kevin Durant"
"1337","Golden State Warriors","1/25/17",2016,4,2,19,"shot_yes","Jump Shot","2PT Field Goal",19,"Charlotte Hornets",192,11,46,"Kevin Durant"
"1338","Golden State Warriors","1/25/17",2016,1,7,11,"shot_yes","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",-187,165,5,"Kevin Durant"
